sponsor,phase_enc,enroll_z,gap_months,prior_fail_rate_last3,enroll_delta_last3,enroll_slope_last3,phase_prog_last3,gap_mean_last3,intv_diversity_last5
?,0.005919268028228551,0.0023148483143252,0.009625364641573899,0.043239438491466095,-0.00249464028233085,0.00139400349671295,-0.0017371596818646002,0.00041366814211204995,-0.0018300756459938999
